Dim1 Dim2
Google_Maps 6.84848796145445 -2.17745533972642
Bluetooth 6.40014207842223 -4.13085502607707
TPE48 -7.62704428009778 11.1166784407214
MetalAPI 5.29487123020732 2.90547169985579
BSTBS -6.22685911309233 -12.855182097806
IMac 0.270999116438625 -6.22822383649706
Adobe_Systems -3.52237722296176 5.18690969288742
ISO_3111 -5.00359998769147 -22.4608203913518
Rihanna 6.65662567853482 -9.68065069805998
English_language 13.0563884575722 -5.54321704088869
KDDI -7.0592587318942 -8.96741643755
BlackBerry_Messenger 11.8600960856556 -0.32993611748508
The_World_Factbook 8.47595771580481 -6.23398238283816
Kanji -4.83345507052106 -0.348555281966568
Prefectures_of_Japan 1.39092004561704 -15.8438590376696
ISO_31663 -4.66093596339069 -6.38574426592272
IEC_20000 -5.36292766472793 12.7555926744503
Bandai -8.48630818675554 -1.25880805740022
Library_of_Congress_Control_Number 0.399998425492083 13.4573227532955
ISO_315 -4.16024574963517 -22.7426694783168
IPhone_3G 4.69952261341494 -5.61347261095572
The_Daily_Telegraph -0.204325173076975 8.96597244315103
United_States_Census_Bureau -0.0794252691780746 7.58768342652842
M 4.40976668964264 13.2478479685975
Mozilla_Corporation 6.5092743887828 1.21805753645236
IPod_Touch2nd_generation 5.53627963396669 -5.46986030690225
Calligra_Suite 8.86603046983912 -0.711384058416706
TrueCrypt 9.60688249818579 -2.5028106630939
Last -1.63496328105671 13.9148821486739
Animax -4.83507222851837 -9.63129177777145
Tomy -6.78746753884627 14.2178157764118
North_America -3.65975269554687 -0.226339751526918
Marantz -5.06784927133871 19.6545093437657
Guardian_Media_Group -0.0877385955599078 8.70204060783887
Alexa_Internet 3.98280523415363 8.31098708500306
The_Black_Keys -4.19694929860232 0.870229654167649
Nintendogs -7.17521250938451 7.32240838129696
Osaka -4.11006697693002 21.0532526129903
Apache_Thrift 3.67096905052425 7.40282024995532
McDonald27s -2.80823214730544 -9.26319160282318
SDN48 -5.25142478420645 -13.0717371993695
IEC_88594 -11.1827169789207 -3.31442501603294
BBC -1.5222226737543 6.85494738040125
Malawi -6.17037849182872 -0.295140668488839
Object_Constraint_Language 2.64277935167956 12.353675431637
Afghanistan 1.7547492193806 -11.9023239660533
OECD 2.1036158337177 -14.0658182114055
Inkscape 2.20817811108622 8.00641141431443
Western_Europe -4.00675856666532 19.5326580975361
World_of_Tanks -4.22128590925424 -1.24336420653499
DMOZ 2.00369078590165 10.3968812188149
VIZ_Media 3.12385913996812 6.64821065175654
HKT48 -5.8060056212655 -15.0638743609631
IEC_7812 -4.98900408867255 -21.5316647355931
Nintendo_DS_Lite -7.98396881990944 5.66989277402376
Sega_Saturn -5.68113795960248 -11.4992486983995
I2P 4.69540147074315 10.9520188752712
ISO_314 -3.52974286842745 -22.7162931654722
Apache_Software_Foundation 5.89548648050117 3.18466615796148
Pretty_Good_Privacy 6.4941883032845 9.87107193257536
Android_Auto 5.58381505510969 0.329061871377319
ISO_3166 -5.12017441363863 -20.1952941904547
ISO_317 -4.72852197523867 -22.801539106989
Apple_Developer_Tools 3.39566999814687 7.96115022250521
Music_Station -5.02599202058955 -13.1463297731954
ISO_6391 -4.85013860180033 16.5639957919624
BlackBerry_10 11.864020655497 -0.405828142568488
Game -1.12360207886129 13.7063375282181
PowerVR 3.16831201122045 -5.92526878857655
EnvoyWordPerfect -1.9006759598588 17.5123027593788
WOWOW -3.39000626056314 -14.6812902255878
Windows_Messenger 0.841343933365823 14.2913756012414
Evolution -2.40771027636092 19.79873821569
Mojibake -4.74897705528794 14.9304912863439
Bibliothèque_nationale_de_France -4.39241504108463 -0.76404832019863
Google_Play_Music 5.58928460505781 0.262565963755889
Amiibo 5.75470887719249 -15.5363596379216
New_York_Post -3.70437323841019 17.2679367304715
BBC_News -9.66274408646481 11.3507358454848
SanDisk -6.09835868491266 16.7556291405999
OS_X_Server 7.8298822905793 -3.55878646727654
Pointing_stick -3.5341749211533 17.761811003373
Power_Mac_G4_Cube 3.964469753565 4.6092923999421
Nintendo_3DS -2.21225278396284 -12.7842298315867
Business_Week -3.75381202505781 18.8841426103087
FHSS 0.119677293784063 6.69643262455806
ISO_843 -4.04182441678054 -21.1086660948007
Z80 -10.6883967690619 -5.01370349506235
TuneIn -0.000341546723370431 15.2865072703481
Tetris -4.04083732338239 -11.5281064950841
ISO_800003 -2.73908569467839 -18.749150329827
Free_software 5.30096191202347 7.43492136278058
Apple_Cinema_Display 4.02913934298548 3.78051586510964
Xserve_RAID 3.94728709026836 4.34892615683225
IEC_885915 -11.0755979386955 -3.28937185437356
ASCII -5.96035728907135 -10.5291384132042
Metroid -6.46751395293521 12.8661098805558
Digital_object_identifier -3.84409325569795 15.067913042666
ITunes_Store 3.71338600397817 -6.00505023473487
MadWorld -5.24070311983205 4.79268849820142
Led_Zeppelin -4.93274801798521 1.12759626099628
Square_Enix -9.32613791465902 -2.23287280376121
Adobe_InDesign 9.16676349681706 7.43563544144266
Microsoft 0.919425327785318 -6.99541503126872
Taipei -6.56779983617896 -2.84673144643791
OpenStreetMap 5.10401934848777 2.52645231364743
IEC_11801 -3.73200120934592 -21.932480365981
LCD -1.07019712389931 -10.6496322787729
Hungary -7.01474980005573 -1.34600622379712
IEC_885914 -11.0945466035637 -3.23019732837332
OpenVPN 6.38856701553932 9.65209137287695
ISO_2145 -3.84698636668541 -20.8497328717353
Sweden 3.09296215179683 -11.0270256409921
Lesotho -6.89066067050613 0.192539091460851
Hello_Kitty -4.65529729571938 -13.0298390898903
Wii_Speak -8.15832211654704 7.66904113412515
ISO_639 -3.93144865316661 -20.2452672399907
Openswan 4.3471559287773 11.3087812832055
GLONASS 6.95617384894913 -10.948640808992
Apache_Hive 6.23213879996952 3.25719615827683
Turkey 1.62735551986658 -11.227342802812
1080p -8.06105904720846 2.53876017593832
ISO_2047 -4.0573355053319 -19.6786545539354
C -5.82079623354921 3.2339534536748
EDGE -2.41728875166917 19.4800486266139
Turkmenistan -5.72405953998148 0.833938894375902
WebP 4.4161660939804 -0.0611449877700333
Canada 6.35098331447909 -11.2509775738511
Geeknet 8.185218918871 5.45622797092341
Common_Criteria -12.1191458678351 -1.87963198969696
IPhone_5 12.5829728365084 -6.09681511331906
Pikmin -6.53792503536387 13.5355677816796
Asahi_Shimbun 0.662823561985592 -13.7920733629974
IEC_80000 -4.36741372993008 -20.0010129850772
Sega_Genesis -4.93840434867203 -9.15419115875629
Satellaview -7.37837244813336 4.57717738322565
Associated_Press 1.58731239954254 9.28383127827683
MeeGo 4.44042410281698 1.15446602026247
Freenet 6.31320276787302 9.34188831279302
Core_Animation 3.33070553622318 7.78120954785766
UTF8 -5.4160752566162 -10.2488113861687
Manga -6.14772533448249 0.675613332789169
Yammer -0.536338473075764 12.2427834839184
ABC_News -4.02288049022331 21.5744616360245
IPad_Air_2 -7.31213718165653 -8.22535914238262
International_Phonetic_AlphabetTechnical_note -0.576962478970744 11.1450342268473
Business_Insider -0.0382585719613254 12.1327826965732
Kawaii -6.14204869650757 17.3936652861901
Qualcomm -4.38037589733021 3.9390553506246
Magic_Trackpad_2 4.34459395056965 4.60492245219002
Sina_Weibo -2.13383411771468 15.5186984526244
Tumblr -0.98515317754777 14.5630468852838
ISO_690 -3.36732036006581 -19.9380792935532
PlayStation_Portable -3.86751557487092 -11.0591003744152
Apple_A6 2.15296059864726 -3.81488642579328
OS_X 3.14407728372603 -6.18396767817356
P 6.9200930718241 10.9414880260878
Link27s_Crossbow_Training -4.55586873384753 17.2249998842175
2G -4.17110636660643 3.49238089946628
Mozilla_Thunderbird 3.17155115095743 -6.87685211361562
Internet -2.96540430024761 7.84231788561184
AbiWord 4.44246606496918 7.77464481631425
Nepal 2.09657741004949 -13.0715087358563
LZW 10.2202662077806 5.53947132524857
R -1.14046222142918 10.5101276269492
Kyodo_News 1.18714177159129 -11.2613285998556
PICT -3.33575688383418 19.0926999138286
ISO_9 -3.41727835236101 -18.1669350364958
Los_Angeles_Times -4.42264729091456 18.187659719177
Google_Books 6.21476213795602 -0.626145326446489
Condé_Nast -3.20371532931087 18.7474347188207
UMTS 0.376068154998805 -5.76142498825133
IEC_4909 -4.13173225757554 -21.955845571584
Vancouver -3.85225967414466 19.7581696191617
No3b -9.04332057097118 -6.34723147272945
GP2X 2.62045778560447 -1.0490230646675
ISO_2 -3.68633690624297 -21.3133122154042
Reuters -3.86827899391494 6.0509361584833
Y -4.70262272110636 9.11416613110021
TOPIX -9.04052374140615 -0.71529706576812
MiniDVD -5.00940606481007 20.4077378830356
WeChat -2.95638102334722 14.0751923007082
Network_Time_Protocol 0.27717789656235 0.226682517262236
Hong_Kong 5.59252851232821 -9.39899202199377
Wii_Remote -9.38992355902258 5.76739635655102
Internet_of_Things -4.76875536058353 12.2637574611847
Oxford_University_Press 0.481287242734192 13.0881772267233
Get_a_Mac 4.4953269195613 -3.85783632022066
Scribd 0.400420922239997 11.9758058689236
GPS -0.0235993061413684 -1.5686554854504
EMac 3.15221860855416 3.0325080452034
Norton_AntiVirus 5.89395846768855 8.47448032806404
Republic_of_Ireland 2.93797489355056 -11.1958709427351
GameSpot 5.93469305114504 -7.34106481090059
Magic_Trackpad 4.3932108982701 4.62132210961375
Snapchat 8.41722241221256 -10.2693488474552
OpenType -2.86830921030171 8.98972572081229
Pinterest 11.7072185212185 -6.43336599446505
Macintosh 1.90181512569801 -5.27151509111945
Phablet -3.90458548368797 15.7716513677974
IQue -6.37875542693434 16.2112916348619
ISO_318 -4.43385312111424 -22.4882240629768
Central_Intelligence_Agency 1.80831433352761 -9.44802135088312
Rambus -4.94114482115174 20.1950722682234
GNU_General_Public_License 12.0440473357067 -4.57996229535772
Austin -3.9205830687916 21.3936277495351
LinkedIn 1.13989659013184 15.0239043698238
ISO_3110 -3.67345044114606 -22.5312944810441
McGrawHill -3.05032114320981 16.6166794832218
AKB0048 -5.16969672249319 -13.7558840103886
ISO_7736 -4.46998466494916 -21.3606030939136
Instagram 8.40270844831558 3.44563265785133
Teenage_Mutant_Ninja_Turtles 7.84896853957128 -6.85383125908318
Randomaccess_memory -2.31819187303423 4.61839062868316
FirstClass 7.16179153596152 2.47550966876781
De_facto -3.47331788371598 20.2362590867041
Apple_Thunderbolt_Display 3.98349635555559 5.55971761140229
Pokémon_GO 9.22034723870496 -13.9802006125624
General_Packet_Radio_Service -0.284010870171829 -14.2420680762297
Advanced_Micro_Devices 1.2014266881549 -5.19460814443259
Luxembourg -5.4107993008867 -2.68604980093926
Xilinx -4.09931232019592 5.08525639375167
Japonism -4.92263838770302 -8.71896317635099
Mumbai 4.65786012282368 -12.306761072215
TV_Asahi -3.45642495536806 -12.8903437406004
CounterStrike 2.06286104126066 -2.07541591990041
Cisco_Systems -2.16277791862056 -7.12091363542917
Redbull -4.01045444934433 10.6086980123919
NeXT 7.32528011163987 -8.45102606748072
Nintendo_Direct -1.5684964886353 -3.77899453372463
ISO_312 -4.54358719934569 -21.6132409294764
Ngong_Ping_360 -5.27219719217954 18.1561327357661
3Com 8.4564365196565 2.35871396884376
Internet_Relay_Chat 1.98277356036775 4.75188274591476
JPEG_Network_Graphics -3.59366422249328 21.2652077110958
Stanford_University 8.96545142704946 3.29385912672683
Office_Open_XML 3.24732014275433 -8.55717446542522
Wireless_USB 5.7654125470909 6.32220200826728
Game_Boy_Advance_SP -7.11604588418967 6.2656999034028
GNU_Privacy_Guard 1.34149389972552 -0.655853294707135
Atari_Lynx -2.62155369223085 7.21241102466713
Vodafone 1.44078992128557 -7.20250387365885
The_Simpsons 7.25935351445596 -9.74414889523372
Wii_U 0.150343846495333 -8.7499614878196
Rugby_World_Cup -7.8017313105728 -1.78319161407604
MacBook_Pro -0.0117233405374766 -6.90471409697003
Logic_Studio 1.54007358455694 11.419650295086
Devil27s_Third -3.67178340006645 15.1508566909252
United_States_of_America 5.92779586171464 -9.93589497802366
Asus 0.407161762240422 -0.527323808663732
IPhone_6 -7.14884518576067 -8.18672708703704
Beatport -4.22493142498911 19.6635079693375
Sea_of_Japan -3.20124674827936 14.9819151750179
Chile 6.29381546048134 -9.19909834062972
Secom -8.45907542176055 -1.20150642950979
Toronto 5.63229784580576 -12.462064536988
AsiaPacific_Economic_Cooperation -10.4817192572477 -1.13188837237973
Mobipocket 6.92611525121792 0.172492117334042
Anime_News_Network 1.51062070237727 13.0711359748559
JPEG -1.72989983088617 3.33081030261754
ISO_31661 -5.99568240576675 -7.44095341657182
Liquid_crystal_display -1.0666318418329 -10.6535902647042
WordPerfect 9.35658429767065 -4.31500545193207
WiiConnect24 -8.1210422836843 7.54712804624392
Nippon_Television_Network_System -8.35057266583578 -12.8732544764846
Compound_Document_Format 0.376541606395129 5.14828840169292
Education -5.58489336759298 0.0535914385843122
Evolution_Championship_Series 2.41413660251575 6.57623946282086
IEC_17025 -4.73958025616518 -22.2013049694762
IEC_15504 -4.73294282708709 -19.5379633539143
Tizen 8.99817507000889 -7.57927453201022
Apple_Newton 2.65896228779024 3.25221674953461
Cathay_Pacific 0.849993500085315 -10.2574273979089
Gzip 1.96109559800977 8.51676339982385
MNL48 -6.98487942676921 12.0859889034465
Sprint_Nextel 3.5546258419877 -5.477497667475
JETRO -2.97677499777851 10.6115053031758
CarPlay 3.29284660810815 7.99184991032113
IPod_Touch1st_generation 5.55521002663401 -5.44257979364045
Font -2.78358091367755 8.66533703285327
Killer7 4.83570198497265 -2.78222367022854
Microsoft_Office_2007 10.3117265154193 -5.22588785104593
Apache_Cassandra 3.87204691542039 6.94788332155925
Central_Processing_Unit -11.3175581351015 -1.33036625023871
Encapsulated_PostScript -3.36692978885787 12.5065376330648
Belgium 2.42682054992263 -11.326493516656
ISO_319 -4.09213909439511 -23.1707996330895
Magic_Mouse 4.04176850357608 5.14390714243555
New_Zealand_national_rugby_union_team -8.51678505311543 0.861291682827661
ISO_10303 -4.18958760217348 -18.144239398547
LimeWire 5.2546717367041 8.88684588712127
Naturejournal 10.0912539112391 1.40278435748716
White_House 1.22511069723173 3.45579539722093
IEC_7810 -4.85210542208133 -22.9752046709594
Peertopeer 6.91914313077191 10.9684279222532
Common_Language_Infrastructure -1.30638941031828 12.8066805969816
Poland 6.47918477372269 -10.4350548313551
Austria 5.66052913769769 -10.8045386851807
MD5 7.04142648776786 -12.1651024061129
IEC_88599 -11.0892520898203 -3.28005563694273
GPLv3 12.0442018926595 -4.58147664144896
JPEG_XR -2.94180237550931 -5.76215862194708
IPhone_4 -6.95728890702416 -7.82809638262797
Europe 7.56948078778355 -10.3062758648514
L 2.35339351649644 13.9370406042907
Helvetica 0.914417666560713 11.0846088218039
Google_Now 6.8859112730421 -1.32964818688203
GameStick 12.7836794650769 1.78590813063665
E3_2012 8.82533937765849 -10.8932679707484
ISO_31662 -4.70319778234149 -6.13983769518138
San_Francisco 6.68265833341963 -8.87500031191725
Icecast -2.40117825434185 16.1578821704207
SoundCloud -0.385713302490235 14.5723209611058
Atari_ST -0.602525584663109 -5.91776777407502
Nintendo_TVii 0.15202164846116 -8.74990565334261
XSL_Formatting_Objects 2.76102168976807 0.040588400806736
San_Francisco_Chronicle -2.21450892849191 13.4573066830824
Microsoft_Windows 3.48560434302873 -5.18237028289477
NTSC -3.93766435704134 -9.01996873649448
Copyright -6.70839682584506 -2.20071895754579
Lossless_JPEGJPEGLS -1.14236745607001 2.58247918795283
Google_Play 6.93404058061796 -1.97863309377813
Atari_2600 -3.69687117868469 5.3963288794133
Xserve 2.93255132464457 -3.78543087395775
LibreOffice 10.0511699667182 -5.76766636635552
Nikon -8.17171062905545 -0.919907528834609
Honda -1.08858876157372 -14.0247927728444
AllNippon_News_Network -8.39080083081527 -12.8820717213894
EXO 4.35313246877448 8.95358050923912
TiVo -2.27743458180157 19.8154356491105
Los_Angeles 4.43657663434319 -12.4737161354756
SChannel 8.92843058554331 -1.69053052856768
Systemonchip -4.92686748080668 14.378283529747
Foursquare 9.57302821694384 2.40672508937132
ISO_22000 -4.01800573975688 -22.12713755351
The_StandardHong_Kong -4.00215328039671 21.0367510745483
Armenia -6.79767937099458 -0.678067199713798
Rwanda -5.65130422105515 -1.32394507645868
Uzbekistan 7.72367407774472 -8.82520816743239
Botswana -6.6918016247085 -1.90396676823867
USB 1.58560087164377 -6.88458654569229
Rozen_Maiden -4.38329224559603 -11.6709280874974
IEC_8859 -4.31562501487397 -18.7762987841896
Singapore 4.54180376571432 -10.8157905339283
FANUC -6.91591367102975 -1.57882341114336
Cameroon -4.34192252824456 0.623009884117528
AES256 -2.59578243813309 5.851715014611
United_States_Senate -0.949912187037393 11.6559573223624
League_of_Legends 7.4029804095594 6.70962898397922
CNN -6.05156273117156 10.3886061289676
IEC_885910 -11.1725391334925 -3.34759226846679
X1 1.00666128180332 7.96277895945637
Triforce -4.05474305844867 13.5923566935129
WhatsApp 12.6861746150806 -5.85513233907003
Standard_Generalized_Markup_Language 1.3567765477894 6.27273714219808
OpenSSL 9.32996810200611 -2.4378315139666
MPEG4_AVC -2.38082064967541 -6.80644462521117
The_Pokémon_Company -6.10623900331147 6.8975250488105
ISO_9660 -4.22582188202014 -17.7723356668967
SHA256 4.74564271572658 -8.22747072721798
Find_My_Friends 5.80234319560052 4.93244118509658
Japanese_Association_of_Independent_Television_Stations -8.74545483710759 -3.26809709940001
Maemo 3.66859103417442 -0.284838682914622
East_Asia -6.41715387752781 17.6114134557072
SQL -2.27913477490722 2.44219972911115
TVB -5.2767423077036 11.3397506603991
Ontario 7.23689795425067 2.53843661835649
Pixel -4.59418826133399 18.3768574625813
Google_Translate 6.36590553234717 -0.560293938790424
Amsterdam 4.5846511711819 -12.2817720483698
Rising_Star_Games 9.55554268458943 4.49038444073433
Secure_Digital -3.75120631555249 -7.98071079090221
France 3.4154528515748 -10.5755185522594
Stockholm 4.45396271627611 -13.2992031126797
Bitmessage 7.30006807876929 3.86459928283726
IPod_Touch4th_generation 5.55909113672654 -5.42566737321061
Android_Wear 7.25690812213837 -1.46117275782102
Application_programming_interface 8.48383517296293 0.297036671773034
Think_different 8.47006696689387 -5.32647788809985
NES -8.45201977452453 5.17732225110494
Pitchfork_Media 7.57414767240894 5.46198105866101
Windows_Metafile -0.512243682833789 4.05758328007649
YahooMessenger 2.56338738778934 5.02531174199764
Vietnam 1.72743735477807 -13.0536536471075
AOL 1.95700113726258 7.69469736008836
East_Japan_Railway_Company -2.82108946129193 -10.2678169262816
NetpbmPAM_graphics_format 2.25324275911032 10.50894915388
HTML 3.29992358993882 0.842719469415354
WWDC 5.37984096558592 -2.12129898753356
Paris 5.05569349413249 -12.768132232887
Tianjin 3.89412521227406 -15.0554661860533
Better_Portable_Graphics -1.72926912959194 3.2704709645061
MPEG4_Part_14 -1.64088350134598 3.10929996773904
Glottolog -3.35179857204696 19.5910827694559
TripAdvisor -3.80813973855039 5.05152703320342
Wiredmagazine -4.03325169914545 14.4605155839436
Sophos 9.43315146462411 1.37298518306584
Evince 0.32311192295605 5.73515283099357
SystemdHistory_and_controversy 10.3207044194816 -7.28556116270465
Texas 6.12624220636166 -8.97630999837438
Oculus_Rift 8.79435573880986 3.91317034996603
Honduras -5.58884105869024 -2.05419442726465
EEtelecommunications_company -1.95168650545616 12.5575883475396
Microsoft_Outlook 7.90598150268588 -0.805323223906675
APEC -10.4654080456353 -1.10796872096654
IPod_HiFi 3.9897558133158 5.53743800752151
PayPal -4.8539095761849 4.6064607675415
Universe -3.63289707063189 20.8429137631567
ISO_800002 10.7492037991788 3.76406503484833
Apple_Lossless -1.45963273461922 3.49097769617635
IOS_9 6.63405761639003 -5.5586253070902
CIA_World_Factbook 8.477201971544 -6.23681822743367
Prolog 9.01374089448418 -9.35814735299137
HIIA -5.91763984335503 -11.5434439616428
CorelDRAWCDR_file_format -0.112308385823703 4.28520269769096
Cornell_University 11.9748647970388 -6.26140530963905
